reviewID,overall,verified,reviewTime,reviewerID,asin,reviewerName,reviewText,summary,unixReviewTime,label
2258,5,TRUE,"09 12, 2014",A2EJCAOXHGFBOG,B00000DMB3,lindaloo107,great,Five Stars,1410480000,0
2261,4,TRUE,"08 23, 2015",A1306NBQI7C57B,1381733,Mmmmmmmmm,Just as I remembered it as a child,Four Stars,1440288000,0
2262,4,TRUE,"02 05, 2018",A5G68U0770DPL,7536693001,Donna Jaffke,"this seems like a nice product. its too small for my family but Ill give it to mom on mothers day, shell love it.",nice product,1517788800,0
2264,5,TRUE,"08 03, 2015",A2Q4BNSV38ZHDW,1381733,Ruth Hanley,Love it!,Five Stars,1438560000,0
2266,3,FALSE,"05 21, 2005",A897F4VD0BUK2,B00000DMB4,P. J. Tabor,"I love the tomb raider series,except for this one!!!!! It's way to hard and it won't let you save unless you find a save crystle. After that, I switched to the pc vesion which has unlimited saves but there is only one problem...IT'S TO OLD FOR WINDOWS XP!!So buy at own risk but if you want to play it and you have an old computer I recommend the pc version.",The worst one in the whole series.,1116633600,0
2267,5,TRUE,"07 18, 2015",A2AYL3NXHHNBCN,1381733,Connie,My granddaughter loves poetry (she is eleven). This collection does not disappoint.,This collection does not disappoint.,1437177600,0
2271,5,FALSE,"07 25, 2002",A3JX74J0LE924A,B00000DMB4,Lisa Houghtaling,"This is a great game to own I have and I beaten It ten times and I sill play it the level's are pretty to look at the background's are ok it's colorful and a little rich here and there. Play through five world's there are: 1 South Pacific 2 Antarctica 3 Area 51 4 London 5 India New Moves, and Vehicles: Speed Dash, Monkey swing, kayak and quad bike help Lara out of tricky situations. New weapons like: 1 Grenade Launcher 2 Desert Eagle 3 Rocket Launcher In the game fine the ancient meteor rumored to have life giving power's. HEY! get ready for anything. Kill or be kill by: 1 Hyenas 2 Monkeys 3 Piranhas 4 T-Rex PS. save your heath pack you are going to need them. Be careful out there I would if I was you take It slow GOOD LUCK!!",Tomb Raider: 3 !! GREAT GAME!!,1027555200,1
2272,5,TRUE,"06 30, 2015",A3HK1CX7RBAONZ,1381733,Mary,"I love the illustrations in this book, but most of the rhymes are antiquated and will not hold the interest of today's kiddos.",I love the illustrations in this book,1435622400,0
2275,5,FALSE,"12 2, 2017",A2F0G5ZSLD3K6H,7536693001,sara castellon,Bought them as a gift. Receiver is thrilled with them. Perfect.,Worked out great!!,1512172800,0
2281,3,TRUE,"10 30, 2017",A27PY9VGMBFF02,7536693001,Mary K.,This works as far as the cutting is concerned but if your onion or whatever isn't as big as the bowl after you do the first cut and turn it around it falls down.,This works as far as the cutting is concerned but ...,1509321600,0
2282,5,TRUE,"02 14, 2013",A35SQA2IULTQ1Q,B00000DMAT,John,I purchased this game after a nostalgia case I had (lol) and it worked just fine. I would buy another if this one failed.,Best game ever,1360800000,0
2285,5,TRUE,"06 11, 2015",A30RJYYL5LDM8M,1381733,Joseph C. Deforest,Brings back many childhood and parenting moments.,Five Stars,1433980800,0
2288,5,TRUE,"06 06, 2015",AYKDAIGI3YO6T,1381733,Speddaddy,Wonderful illustrations to classic poems,Five Stars,1433548800,0
2292,3,TRUE,"08 27, 2017",A8CKB8WBWWYJ1,7536693001,ridgelassie,flimsy not like the TV ad,Three Stars,1503792000,0
2293,4,TRUE,"05 24, 2015",A2W1YM1T54N0SD,1381733,MommaCX3,This is a very nice book. We have enjoyed reading it. I cannot say it is my favorite and my children aren't dying to read it either but it is a nice book of poetry. The subjects are all very serious. The illustrations are soft and lovely.,This is a very nice book. We have enjoyed reading it,1432425600,0
2295,5,TRUE,"12 14, 2016",A24MH5FLNVQ5Z5,B00000DMAQ,james conrad,very good,Five Stars,1481673600,0
2303,3,TRUE,"08 10, 2017",A2QGMRBX7FSIWJ,7536693001,Sandy,"I thought this would be a great tool as I love salad. But in actuality it kind of mashed the vegetables up. Tomatoes ended up in large and small chunks, as did the rest of the vegetables. Ended up with a very sad looking salad.",It looked like a good idea.,1502323200,0
2305,5,TRUE,"04 23, 2015",A2HUGKMNS88DYZ,1381733,mmead,"I was thrilled with this book -- it was better than I expected for a book so old: clean, crisp, tight binding -- and superbly packaged. I've never seen anything packaged that well before. Thank you!!!",Beautiful book; great vendor,1429747200,0
2314,5,FALSE,"08 05, 2017",AT91Q6IJZQ3C0,7536693001,sherry,Absolutely love my new 6 piece lid set. I'm constantly trying to find a lid to fit my large skillet and lids for my bowls to put left overs away. Well no more. The search is over!! Don't know how I made it without them. Definitely recommend this product. Will be purchasing more for gifts for family and friends,No more searching!,1501891200,0
2320,5,TRUE,"07 30, 2017",A2WJB07GSJB75T,7536693001,twodlc,wife loves it easy to use,Five Stars,1501372800,1
2321,5,FALSE,"07 30, 2012",A1G0VFQ9198IUF,B00000DMAT,al,with this game you play through each level in the movie. this is when James Bond was James Bond. you can choose from a whole list of players to choose from to play as. you can get any kind of weapon just about through the whole game. and you can even play with some friends on missions. if you have never played a n64 what are you waiting for. 5 out of 5. super fun.,ONE OF THE BEST,1343606400,1
2324,1,TRUE,"07 20, 2017",A13UQNWMEIUOIO,7536693001,Kate,Not as easy as shown on TV. It took many times going through with the knife to get the pieces small enough to eat. It takes a shorter amount of time to do with a knife alone.,NOT AS ADVERTISED.,1500508800,0
2325,5,TRUE,"04 27, 2014",A2P5U7BDKKT7FW,B00000DMB3,Christian,One of the best video games ever. Redefined everything after it. My copy came in very good condition without scratches or writing,This game is a legend.,1398556800,0
2327,1,TRUE,"07 20, 2017",A14BBGHG1TK88E,7536693001,EX PAT.,Don't waste 1 cent on this piece of garbage,Garbage,1500508800,0
2330,5,TRUE,"04 23, 2016",A29ZKGLF8D9N55,7539629487,redm9m9m9,what I wanted and what I expected,Five Stars,1461369600,0
2331,5,TRUE,"05 31, 2016",A2M0EN8TRAI8W2,B00000DMAQ,Angel Harris,Loved this game when I was younger. Bought it and still love it.,Five Stars,1464652800,0
2338,4,TRUE,"03 19, 2016",A2Q0N0LF8OIOXX,7539629487,Chazzma78,"These things are freaking adorable. Just so you know, they hold 2 TABLESPOONS MAXIMUM. Don't order them if you need something bigger than that. But if you are looking for tiny little containers, they're great. I use them for tons of things--for travel-size amounts of cosmetics and toiletries when travelling, for pills/medication, for small pieces of jewelry (especially when travelling), and for salad dressings and such in my lunch boxes. As others have noted, the lids are a bit of a challenge to get on in the beginning, but I find that as I have broken them in, they get easier and easier to close, and they provide a REALLY tight seal--no need to worry about stuff spilling out everywhere. The difficulty in closing them in the beginning is really the only reason I'm giving this 4 stars instead of 5--it seems to me like this is a fixable problem, and it is a bit of a nuisance. Overall I really love them, though.",Perfect for tiny portions,1458345600,0
2339,3,TRUE,"05 04, 2016",AUN7Z2LOX2ZG9,B00000DMAQ,AP_MAQUINA,great game.,Three Stars,1462320000,0
2340,3,TRUE,"01 07, 2015",A154B3DXYL3SBF,1381733,Readmore McCarthy,"Beautiful illustrations. Boring poems. Sorry, RL Stevenson.",Three Stars,1420588800,0
2341,5,TRUE,"03 07, 2016",A2G8IQEFP87XH4,7539629487,Randi Kozera,"Adorable, functional little containers. Arrived quickly.",Five Stars,1457308800,0
2342,5,FALSE,"06 29, 2012",A1JYATWK5TZ089,B00000DMAT,DC,"I LOVE THIS GAME. It is so funny and a bit hard to beat. The hardest level is in the temple where a shuttle is launching and you have to collect data, kill Jaws, get launch tape and launch the shuttle. My favorite level is the Facility Level. That level is so funny and you can shoot the scientists, but it will fail the mission if they were killed. My cousin and I love to blow up the enemies and scientists. My favorite is shooting the scientists and enemies in their butts and they would jump up and down rubbing their butts and then they will fight back and the scientists will threw grenades at you. The controls are easy and this game is better and funnier than the movie. BUY THIS GAME.",Funny Game,1340928000,1
2343,5,TRUE,"01 02, 2015",A32JU2KOKY5FKG,1381733,Carroll Partridge,A classic that I purchased for my 3 young grandchildren.,Five Stars,1420156800,0
2344,1,TRUE,"12 3, 2015",AH0NDRW12WT6R,7539629487,Milkmama,Super Tiny fits one pill. Won't fit snacks. Couldn't return it,One Star,1449100800,0
2347,4,TRUE,"10 3, 2015",A3ORAAEWYUOQZK,7539629487,Bridget,Love that these don't leak and are small enough to fit perfectly inside a bento of any size yet big enough to hold a decent amount of dressing or peanut butter. Our 4 & 7 year olds both have a hard time opening and closing these though.,Difficult for little ones to open and close,1443830400,0
2351,5,TRUE,"01 18, 2016",APWDWABVDKN0P,B00000DMAQ,Breeanna M. Mooney,Great game!,Five Stars,1453075200,0
2352,5,TRUE,"12 28, 2014",AZA7PH5G1DIMU,1381733,A. Vaughan,This is a gorgeous edition of a book every child should have. We have several different versions and this is my absolute favorite. The art is very pretty and really captures the innocence of the poetry.,Beautiful Edition,1419724800,0
2355,5,TRUE,"12 2, 2015",A3QPWWABWKWK3G,B00000DMAQ,AJR,"The game looked brand new, even though it was used. It worked perfectly. Super happy I got to have one of my childhood favorite games now.",Awesome!,1449014400,0
2356,5,TRUE,"07 15, 2017",A2K8KC83ZLMSTP,7536693001,Donna,"Want a no mess salad, that's quick and easy, this does it very well.",Salad in a jiffy.,1500076800,0
2359,5,TRUE,"07 11, 2017",A5VDM2RP0UBM5,7536693001,J Webee,"These were a gift, but person that they were for said they work well.....",Five Stars,1499731200,0
2363,5,TRUE,"12 10, 2014",A5SBHFDEVU11F,1381733,H. Hanson,I have an older version of this book from the 1800's. Wanted to have a more recent version that can be handled and enjoyed. lovely verse that still has a place in children's hearts!,A Child's Garden of Verses,1418169600,0
2369,5,TRUE,"11 19, 2014",A15XOHRQPLN8LR,1381733,Lucy,"Beautiful classic, illustrations. As far as I can tell it's his entire collection. Many of his poems are mentioned in our homeschool curriculum, Writing with Ease & First Grammar Lessons. This is a great supplement and an excellent staple for any children's library.","Beautiful, classic",1416355200,0
2370,5,TRUE,"07 02, 2017",A1B4VZY4W6OLHS,7536693001,Eduardo Chaviano,better than the other brands - would purchase again only from Elate- does not suck in when cooking on pot or pan- coverage is excellent - thru the other brand (practically new just purchased) OUT _ the other not worth the $,GREAT PURCHASE,1498953600,0
2376,5,FALSE,"08 24, 2010",A36UKFV79879MD,B00000DMAT,BX Lounger,"In the year 1997, Goldeneye was released for the Nintendo 64 by Rare, an unknown company and new 2nd party developer. Rare had already made several games for the NES and enters the Nintendo 64 market with this release based on the classic James Bond movie of the same title. You can ask anyone who had a Nintendo 64 if they ever played this game and why it was so popular. You're guaranteed to hear 2 reasons in particular why this game is so revered. REASON #1: This game is a prime example of how a developer took its time to make this game. It was more than 2 years since the movie it was based on came out and Rare had access to everything concerning the movie from the original orchestral music, likeness of the main characters and locations to the bonus villains of other James Bond movies such as Oddjob and Mayday. They didn't rush this out the door like some developers do when they wanted their games released alongside the films it was based on and it always guaranteed to be a huge mistake. This game was a huge success and is still played by many video gamers. REASON #2: Nintendo had no idea that the multi-player section of this game would be just as popular to play in or more popular than the single player mode. Rare admitted in an interview after the game was released that they had no intentions of putting together a multi-player mode until later in its development stages. Though it may be limited by today's standards, you had the basics: several stages based on the single player mode, all of the weapons were available, all of the main characters plus the enemy soldiers and classic Bond villains and several game modes such as free for all death match, team death match, you only live twice (2 lives) etc. and you can select the weapons in group categories along with time limits per match. This added a lot of re-playability after you finished the single player mode. If you don't have a Nintendo 64, this game is reason enough to get it. This game helped Nintendo sell so many systems and it is a title I highly recommend getting if you can find it. It's a great game to play by yourself and an absolute blast to play with 3 of your friends. Peace. :)",This is how all movie based video games should be made,1282608000,1
2383,5,FALSE,"12 6, 2009",A28WLFCJX5ZVHF,B00000DMAT,Darla Morrow,"i played this game when i was about 15, and i'm now 24 and still love it to the death (literally). I have a blast shooting other things other than just people and watching bullet holes go into the items and how it looks so freaking real. I also have always loved how you can choose many different people in 2 player mode, such as 007 to scientist. The golden gun is the coolest because it only takes on shot to kill, but if you like a really smashing good time, you can always punch or cut your way out. A must have game for the 64 :-)",the funnest game ever,1260057600,0
2390,5,TRUE,"10 4, 2014",A303GDDMTGTBYS,1381733,D. C. Whitley,Book arrived in excellent condition! Love the illustrations!,Wonderful Book!,1412380800,0
2392,5,FALSE,"11 6, 2013",A2OUKHGJ85XN4U,B00000DMB3,Charles H.,"What can be said about Ocarina of Time? I still remember that commercial from the late 90s. It told us that a ""dark time is approaching."" My interest was piqued. Then I realized it was a Zelda game. As a huge fan of A Link to the Past, I thought ""ZOMG that looks awesome! I need to get this more than I've ever needed to get anything!"" I remember reading about it in GamePro and obviously being interested, but that commercial sealed the deal. I knew I had to have Ocarina of Time, and that Christmas, my mom got it for me. Cheers! A lot has been said about OoT over the years. It has been referred to as the ""Best Game of All Time"" by some, and the ""Most Overrated Game of All Time"" by others. I'm not really in either camp, but I lean closer to the former group, I suppose. If you haven't played it yet, you should. It's out on a variety of platforms and there's even remake of it with better graphics, but I would still recommend the N64 version if you want the same experience people had back in the 90s when OoT was THE GAME you needed to play. Story: You are Link. The Great Deku Tree, guardian of the forest in which you live, has summoned you. It's revealed that you must visit a far off castle and meet a ""Princess of Destiny,"" and doing so brings you square into a struggle for the fate of Hyrule -- nay, the world -- itself. Gameplay: To complete your quest and save Hyrule, you must boldly enter into many dungeons which are filled with fierce skeletal warriors, human-sized spiders, horrible ghosts, and... immobile venus fly traps! Completing a dungeon gives you an item for the main quest, and completing all of the dungeons will allow you to face the final boss. There's much more to it that, but I'm trying not to spoil storyline specifics for those who haven't played it. Hyrule is a vast world. One of your in-game guides tells you that ""You can go wherever you want."" That's true, to a point. There's a lot of exploration in Ocarina of Time. The game is always trying to point you toward a certain place, but whether or not you go there is often up to you. In an interactive world such as Hyrule, you can do many things. Why go see what's on Death Mountain when you could pour water into all of the soil patches in Hyrule? Or why go play the Shadow Temple -- which does not have any attractive Gerudo women -- when you could go to the Spirit Temple, which does? The exploration is one of OoT's best features, and it's probably better than any Zelda which came after it. Controls: They work well enough. You don't have the full on camera control that some of the later Zelda games give you, but personally, I never found it all that essential to the process. Ocarina of Time introduced a ""Z-targeting system"" for aiming at enemies and talking to non-playable characters. What you do is get near an enemy/NPC, press or hold Z, and then press a button to talk to them/attack them. The system pretty intuitive and well made, so much so that its successors have yet to really improve upon it. Music: *90s gripe* Where is the classic Zelda overworld theme? Oh, we can hear it for like five seconds in the Hyrule Field theme? ARE YOU SERIOUS? But seriously, the music is pretty good. The Hyrule Field theme which I just mentioned is a good theme. The music does a good job of fitting the areas which you visit, for the most part. Some later Zelda games use too much ambient music in the dungeons. OoT is guilty of this too, but only to a small degree. Apart from the Water Temple's melody, there's nothing that makes me want to relax and do some meditation or whatever while hearing it. :P Oh, and I'm sad to report that the ""OoT Commercial Music"" is not in this game... :( Replay Value: It's pretty massive. You can do some Temples in different orders than you did your first time through, or you can use different items to progress through the Temples. I summed it up in a sentence, but there's hundreds of hours of replay potential there in just finding all of OoT's possible variations. Like in the original Legend of Zelda, you can do the ""Three Heart Challenge,"" which means you can complete the game without any of the health upgrades from beating a dungeon. Essentially, that's playing Hard Mode (although it isn't really that hard). But if the Three Heart Challenge wasn't enough, OoT lets you tack on additional stipulations to make replaying it even harder! There are technically unnecessary items which let you breathe underwater and resist intense heat. Not getting them limits the amount of time you can spend in relevant areas. On top of all that, you could even as far to skip the health upgrades which halve your damage. ______ If you call yourself a gamer and have not played Ocarina of Time, what are you? Some undercover non-gamer sent in to infiltrate us!? Go play it now!",A dark time is approaching...,1383696000,1
2394,1,FALSE,"05 30, 2017",AVV5KARCXOO2H,7536693001,Arizona gal,Would not recommend this thing. It doesn't work very well or I am really dumb and not using it right.,Would not buy again,1496102400,0
2397,2,TRUE,"05 30, 2017",A1SLEGYTWZUN6W,7536693001,Renee,"Not as advertised, doesn't cut all the way through.",Disappointing,1496102400,0
2400,1,TRUE,"05 30, 2017",A1GWD7K7X4UAIX,7536693001,Dave's Fan,Very cheap and doesn't work like you see on TV. Very disappointed in the product,One Star,1496102400,1
2402,4,TRUE,"08 30, 2014",ATP5NRIX8R0U3,1381733,Naturallia,"There are so many gems in this book of verses for children to memorize. I especially enjoyed the one about eating goodly, or they will grow up spoiled by all the junk food snuck.",classic poetry,1409356800,0
2404,4,TRUE,"09 07, 2013",A3QCYCGJ3QYYSM,B00000DMB3,chase vinson,was a good purchase don't get me wrong. but i had a minor problem with it saving. at first it wouldnt save for the first 3 or 4 times. but eventually it did. other than that it worked great. awesome condition. came as described.,ok.,1378512000,0
2405,5,FALSE,"08 22, 2014",A16RULIGE8YHTK,1381733,nictoanamide,"What a large, well illustrated version. I had this growing up and lost it. I,m now 60 years old and teared up reading some of these poems. Countless children have grown up with this book and it makes me sad to see the new generation playing around with notepads and smart phones at 4 and 5 years old. Really pathetic. They should be outdoors playing when possible.",Countless children have grown up with this book and it makes me sad to see the new generation playing around with notepads ...,1408665600,0
2414,3,TRUE,"08 04, 2014",A12QBQBH4GS0IX,1381733,Wild Wise Woman,"A lovely reminder, but not laid out very well, and of course, unillustrated. Free, but this should not be your only copy.","A lovely reminder, but not laid out very well ...",1407110400,0
2420,5,TRUE,"07 30, 2014",A1YLT0J85HRJOA,1381733,Janice,Poems are so fun and thrilling to read. It takes me back to my childhood. Illustrations are excellent!,Five Stars,1406678400,0
2423,5,FALSE,"07 30, 2014",AE9QE50A9NR64,1381733,Jeanne Vince,I bought this to add to my children's collection. It's beautifully illustrated and brings back fond memories of the verse read to me as a child.,It's beautifully illustrated and brings back fond memories of the verse ...,1406678400,0
2428,5,FALSE,"06 24, 2013",AKQZHBHYI9V7E,B00000DMB3,Luciano,"When I first got my Gamecube, this game was part of the Zelda collector's edition. I didn't know much about Zelda, and had only played very few games before, but was mesmerized by this game. The beginning of it is so magical and imaginative; it really draws you in to the story. I found myself playing through the beginning of it over and over again because I didn't have my memory card yet. This game takes place in a vivid fantasy world that is vibrant, ominous, beautiful, and haunting. I had never experienced anything like it. To this day I have never been so absorbed by another game. What's really impressive is that this whole game is very consistent. The music is also exceptional. The music is better than most movie soundtracks, in my opinion. All of it perfectly accompanies what is happening in the game. So much happens in this game; it has a lot of cinematic scenes too, which really develop the story, which is an excellent tale of good versus evil. Ocarina of Time stimulated my imagination at a young age more than just about anything I know of. There are a few films and books that would come close, but I can't think of anything that could quite surpass it. Ocarina of Time is an involving, authentic, scary, and epic adventure. Playing it for the first time makes for an unparalleled experience.",My Favorite Game,1372032000,0
2431,5,FALSE,"07 11, 2014",A2D6M1JW7VTZC2,1381733,Patricia A. Murphy,Bought this as it's a big part of my early childhood love of books. The art work in this one was perfect for blending with those memories.,... as it's a big part of my early childhood love of books,1405036800,0
2433,5,TRUE,"12 12, 2014",A29JPXLYA9C7AD,B00000DMAQ,SERENITY,"Banjo Kazooie is undoubtedly one of the most greatest Action-Adventure Platform video games of all time! Please don't stop selling N64 games like this, and others. This game reminds me of when I was only a toddler, now a teenager, I LOVE IT MORE! Banjo Kazooie has NOSTALGIA written all over it! Keep it coming ya'll! Glad that the majority of N64 games are all CLEAN! No Bloodshed and gore. THX!",A Magnificent Masterpiece!!!,1418342400,0
2436,5,TRUE,"11 19, 2014",A1P1BMQ5W8NWMP,B00000DMAQ,Dino,"This game is without a doubt my favorite game ever!!!! I must have beat it 10 times. When I finish it, it always makes me sad, but then I start it over and it makes me happy again. The Nuts-and-Bolts version for 360 is nothing compared to the N64 version. A must have!",This game is without a doubt my favorite game ever,1416355200,0
2443,5,TRUE,"07 01, 2014",AWME0HTUXVFIO,1381733,Judith A Walz,Love both the author and Tasha Tudor...how could one go wrong!,Five Stars,1404172800,0
2445,5,FALSE,"01 08, 2008",A1DH48UGGWMG5P,B00000DMAT,gmt_749,"I am a major player of 007 games. I have played nearly every single one, but I have to say, GoldenEye is one of the best that there is, even years and platforms later. Even though I have a GameCube with all of the other 007 games, I still to this day find myself returning to play a round of Goldeneye. GoldenEye has a great plotline (in my opinion, even better than the movie) and long missions, which allow a lot of replay value. The graphics are a bit blurry, but that is to be expected in an N64 FPS. Overall, I love this game, and would reccomend it to any 007 fan.",The Original And The Best,1199750400,1
2446,4,TRUE,"06 23, 2014",ADQ8NCJSP0FLY,1381733,Betty F.,Love it! Beautiful pictures and beautiful old time verses by R.L.S. Great for story time for some child with a fanciful imagination.,Beautiful,1403481600,0
2447,5,TRUE,"12 4, 2014",A36PZK5QJFJXF0,7536693001,virginia,Exactly what I ordered. I put it to use immediately. Couldn't be happier,Five Stars,1417651200,0
2456,5,FALSE,"06 30, 2014",A1GEJ55RJGD7JW,7536693001,Sueb,Large bowl made of the tupperware quality expected. I expect this bowl should last as many years as the yellow one it is replacing.,Tupperware quality,1404086400,0
2457,4,TRUE,"04 25, 2013",AFOK0CVPYO8WI,B00000DMB3,Christopher Gregory,"I highly recommend this game as a GREAT classic. It will feel dated and look terribly pixelated on your 90"" screen, but it is a game worth playing. Pull it out for a day of ""Reminiscent Gaming"" or as a chance to dive deeper into the universe that is Zelda.",A game that became the icon for classic gaming,1366848000,0
2459,5,TRUE,"06 27, 2014",ANIRD799LXOVE,7536693001,Mossback,Have owned several of these over the years. Still the same;very useful and serves many purposes.,Old Reliable from Tupperware,1403827200,0
2460,4,TRUE,"03 13, 2013",A2FVY46N14A4F3,B00000DMB3,Marina,"Classic game. A favorite when I was a kid. Still fun to this day, I just wish the graphics were better! Got to remember this game is from 98 and one of the first 3D games of it's time! Great game.",Classic Game,1363132800,0
2461,5,TRUE,"05 01, 2014",A1VLYYD1QODB21,1381733,Passionate Cook,"I love reading these classic poems to my children. I'm always looking for good literature to offset the commercial garbage my kids are constantly exposed to. Also, you can't beat the price!",Such a fun book!,1398902400,0
2462,5,TRUE,"06 07, 2014",AJQY5N7IOXF3Z,7536693001,Babylon,I have needed to replace my old tupperware which got too close to the stove one day- and this is perfect. I love the intense red color and it is perfect for company in the back yard.,Red Fix N Mix salad bowl,1402099200,0
2463,5,TRUE,"08 20, 2014",A3D0NOOKS04SML,B00000DMAQ,Sam Bahou,It's a classic game,So franking good.,1408492800,0
2464,5,TRUE,"04 30, 2014",A1PBNUFIHEN1ON,1381733,Mary O.,"I have the first edition from the 1950's that I read to my son in the 80's and hopefully for my grandchildren. Although the new book has a few less poems, it is wonderfully illustrated and interpreted with cultural diversity . Gyo Fugikawa is my favorite illustrator and she brings a very old classic to life, even in 2014. perfect book to bring to a baby shower. No one else will think of it!",A childhood favorite rediscovered,1398816000,0
2469,5,FALSE,"07 12, 2006",AUG0I0NU7360G,B00000DMAT,Dan,"When I purchased this game the graphics were obviously amazing with the new nintendo 64. I used to play this hours on end, doing the single player missions over and over and also having some friends over to play multiplayer. After the playstation 2 came out I pushed the nintendo 64 over for a few weeks but I found my self slowly returning to some goldeneye along with a few other great nintendo 64 games. Now that I have a 360 I rarely play goldeneye anymore. But with the recent purchase of a n64, i have again, found myself playing goldeneye with all the wonderful, fun cheats that it offers. This game changed the way we play games, totally. It is still one of the best games I own, right next to the newest xbox 360 games.",One of my favorite games of all time!!!!,1152662400,0
2471,3,TRUE,"08 14, 2015",A1YXF2T0TD8L2B,7799804939,Diana,It came with a few cracked pieces.,Three Stars,1439510400,0
2476,5,TRUE,"04 15, 2014",A2RX35JOOUVFIE,1381733,Carolyn M. Lane,"We were asked to give a child's book for a baby shower gift instead of a card and I picked this. Beautiful illustrations by Tasha Tudor and of course the lovely poems by R.L. Stevenson which I hope the new little one will enjoy when he is old enough. Thank you!, Carolyn",Needed for a gift!,1397520000,0
2481,5,TRUE,"12 21, 2012",A2SKKW2P0JGOC5,B00000DMB3,Meeps,I really should have the kids writing this I think they liked this game but yet there was something lacking in all the zelda games,The Legend of Zelda: Ocarina of Time,1356048000,0
2483,5,TRUE,"08 20, 2015",A3IGCBJJQHPMT4,7885124193,Tianqi Gao,my gf likes it,Five Stars,1440028800,0
2484,5,TRUE,"07 08, 2014",A1VA4Z4B7Y74KY,B00000DMAQ,Brad,Great game!,Five Stars,1404777600,0
2488,5,TRUE,"03 24, 2014",A1VECBZA93KFRC,1381733,smartshopper,"I read some of these to my 4 yr. old who then paused and said, ""I don't get it"". Good book to introduce your child to different reading styles! Reading them generates great conversation w/ your kids!!",Verses expand a child's reading experience,1395619200,0
2494,5,TRUE,"02 24, 2015",A35155IF0STOIE,7885124193,torres,"Arrived wayyyy quicker than expected just in time for christmas. The cover inside it is a nice clean white material and super warm, my little sister loves it! she uses the bear pillow to store other of her items",Cute gift!,1424736000,0
2495,5,TRUE,"08 20, 2014",A3GS0D6U0IJ9N2,B00000DMA8,Jared Cooper,"Fun game, great RTS. Harder than I remember but fun.",Fun fun fun!,1408492800,0
2496,5,TRUE,"03 02, 2014",A1TX5AN1TFS37U,1381733,Sue Lietz-Davis,"My Mother read these poems to my brother and I from the time we were quite small. When I needed to recite a poem in high school, My Shadow was it!",Love it,1393718400,0
2508,4,FALSE,"07 13, 2014",A3LRGW6LA3MEZ4,7885124193,ceci,"I bought two, one is in my car and one is on the sofa. Though it is not big enough for me(for children) no matter when it is a pillow or a quilt, I love it. It is very cute.",I love it. It is very cute,1405209600,0
2511,5,TRUE,"06 12, 2014",A20ADLDZ5M3388,7885124193,nicole,"Love this, cute and the blanket is really nice! I got the blue color. Kind of like a blind box thing with the color. Will take it in my vacations with me. I'm 5'9 and it covers my shoulders and is a good TV blanket :)",Great product !,1402531200,0
2515,5,FALSE,"03 22, 2005",AD0J5KK4WQXNS,B00000DMAT,OverTheMoon,"Yeah this is one of the classics that blew away everyone (N64 MAGAZINES got better because of it!!!) and bonded friends and family for years on end. There was no other game like it. Empire magazine started writing better games reviews because of it. This was a mental good multiplayer in 1997. We all played this side by side for years. I can't say I have played anything quite like it since. Golden Eye N64. Yeah, those where the days!!! I remember this left Playstation 1 owners in awe.",Probably a big help to the N64,1111449600,1
2517,5,TRUE,"12 18, 2013",A365AGJQDQ971,1381733,Jazzy Jeanne,"Being descended from Robert Louis Stevenson, I've always especially loved his poetry and memorized some of it as a child, still remembering it more than 50 years later. Recently it occurred to me that this book belongs in my collection, and that my grandchildren should have a copy too. Stevenson's writings are delightful for young and old alike, and this book's illustrations make it an especial treasure.",Beautiful Book,1387324800,0
2519,5,FALSE,"03 07, 2005",A1VJ6MG8BLO7N4,B00000DMAT,Timothy D. Walker,"Golden Eye is widely considered one of the best FPS ever made. It is a great solid game, and I recommend this game to everybody.",Golden Eye,1110153600,0
2520,5,TRUE,"12 10, 2013",AZM6M7TVDO5B8,1381733,Virginia Zank,This is such a nice book. I am giving it to my granddaughter and her cousins for Christmas. My father used to quote Robert Lewis Stevenson's poems to me when I was growing up. I wanted to share this with my granddaughter and her cousins since they will only know their great grandfather through what we share with them about him.,Family Traditions,1386633600,0
2523,5,TRUE,"12 8, 2013",A1NOH9L371IY0,1381733,B. R. Johnson,"The poems are fun to read, easily memorized and timeless in appeal. These poems easily come to mind regardless of one's age and they bring back memories of happy childhood days. This is a great book to help children view the world more simply without the smart phones and I-Pads that occupy their minds today.",A return of innocence for children,1386460800,0
2524,5,TRUE,"01 02, 2014",A2WJCE8VF3STFW,7802215811,Judith,"Here in Penna. we make pickled eggs, also known here as red beet eggs. I use this container for that. The square shape makes it fit neatly in the back corner of my fridge. The lid fits well; the strainer is sturdy. I've had mine for five to ten years, and it is still good as new. I just bought one for my mother. She had her red beets eggs in a jar, which cracked spilling red juice all over the bottom of her firidge. I have used mine to store asparagus with the ends in water to keep it fresh. I think this would also work to marinate a few pieces of chicken. I also know someone who uses hers, without the strainer, to store brown sugar. So, it is a multi-purpose container.",Great for pickled eggs.,1388620800,0
2525,5,TRUE,"12 7, 2013",A3I5SZ046Y27NV,1381733,SAB,"My granddaughter loves the R. L. Stevenson poetry. I had an old Golden book from my childhood. This is a close replica -- contains most of the poems in the one I have. It was in excellent condition, and my daughter and family are cherishing it.",A Golden Book Classic,1386374400,0
